authors,author_sort,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,rating,#pages,pubdate,series,series_index,size,title,title_sort,#words,#liked,#liseuse,#lu,uuid,publisher,tags
"Isaac Asimov","Isaac Asimov","Quoi de plus utile qu'un chronoscope pour qui veut réhabiliter les Carthaginois calomniés ? Mais quel péril le sondage temporel fait-il courir à l'humanité ? S'il avait connu la robotique, Sherlock Holmes aurait été obligé de se recycler...
Le corps électoral réduit à un seul et unique électeur : c'est le triomphe de la démocratie électronique...
Il était une fois un pauvre petit ordinateur bien courageux et bien malheureux...
  

<http://www.amazon.fr/Espace-vital-Michel-Deutsch-Asimov/dp/2702404723>
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\Espace Vital (12)\cover.jpg","2024-02-12T20:30:03+02:00","","2702404723","12","isbn:2702404723","fra","ebook calibre v2","","","1957-01-04T19:08:37+02:00","","1.0","289645","Espace Vital","Espace Vital","","","True","","28e385c2-7b10-426f-8c31-72d50882f2d2","Alexandriz","SF"
"Isaac Asimov","Isaac Asimov","Prisonnier de son embonpoint et ennemi juré des voyages, le célèbre Dr Urth, extraterrologiste émérite, ne s'est jamais éloigné de son domicile. Cependant, ce savant en pantoufles possède une connaissance si parfaite des planètes étrangères et de leurs habitants que c'est à lui que la police a le plus souvent recours pour démasquer les criminels intergalactiques. Ainsi, pour notre plus grande joie, assistons-nous au mariage heureux de la science-fiction et de l'intrigue policière. Du crime parfait sur la Lune aux aventures d'un James Bond de l'an 4000 agressé par les filles de l'espace, le grand mérite du Dr Urth - et de son créateur - sera de ne jamais faire appel à d'opportuns gadgets futuristes pour résoudre les énigmes, mais à la pure et simple logique. [Source : 4e de couv.]
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\Histoires mysterieuses (13)\cover.jpg","2024-02-12T20:30:09+02:00","","9782070426805","13","google:dmuUGQAACAAJ,isbn:9782070426805","fra","ebook calibre v2","","","2003-02-15T09:47:45+02:00","","1.0","359473","Histoires mystérieuses","Histoires mystérieuses","","","True","","1921a6d3-f2ca-4bbf-8ecf-d3180108f30b","Gallimard","Fiction, General, SF, Science Fiction"
"Isaac Asimov","Isaac Asimov","""Vous êtes gréviste et la vie de 30.000 personnes dépend de votre labeur. Vous croyez au succès rapide de vos revendications. Ne vous y fiez pas. Même sur cet astéroïde perdu, il peut se trouver un briseur de grève ; tant pis pour lui s'il est ensuite puni par où il a péché. Vous travaillez sur une station spaciale. On s'obstine à vous envoyer du matériel en pièces détachées avec des shémas de montage mal imprimés. Vous attendez donc avec impatience le robot spécialisé en montages délicats qu'on vous a promis. Mais quand il arrive...Surprise ! Neuf nouvelles étonnantes d'humour et de facétie qui feront la joie des admirateurs du grand Asimov.
"" [Source : 4e de couv.]
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\Jusqu'a la quatrieme generation (14)\cover.jpg","2024-02-12T20:30:11+02:00","","9782207303016","14","isbn:9782207303016,google:3QO_GAAACAAJ","fra","ebook calibre v2","","","1986-02-15T09:47:13+02:00","","1.0","189728","Jusqu'à la quatrième génération","Jusqu'à la quatrième génération","","","True","","69e29671-8e5a-4ace-99f8-e2f522c95483","Editions Denoël","SF"
"Isaac Asimov","Isaac Asimov","« Promu au rang de Technicien dans la hiérarchie de l'Éternité, Andrew Harlan est chargé de manipuler les réalités temporelles, pour le bien de l'Humanité. Au cours de sa mission, il rencontre la curieuse Noÿs Lambent, une ""Temporelle"", quoique éternelle coquette, suivant la mode du 482e siècle. Se mêlent alors, dans une quête éperdue, désir de temps et désir d'Éternité. Mais Harlan peut-il protéger Noÿs des changements de réalité sans défier les lois qu'impose l'Éternité aux Temporels ? Ne signe-t-il pas ainsi la fin des ""Éternels"" ? »
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\La fin de l'Eternite (15)\cover.jpg","2024-02-12T20:30:13+02:00","","9782070779307","15","isbn:9782070779307,google:az4UvgAACAAJ","fra","ebook calibre v2","","","2002-02-15T09:47:03+02:00","","1.0","256503","La fin de l'Éternité","fin de l'Éternité, La","","","True","","9c5bc742-a96b-41e9-ace4-e0eabd23708d","Gallimard","SF"
"Isaac Asimov","Isaac Asimov","""Des hommes et des femmes beaux, sains et équilibrés, dont les tares physiques et mentales sont étouffées dans l'oeuf selon un processus impitoyable. Ils sont les habitants des ""Mondes extérieurs"" et ont dépossédé la Terre de sa souveraineté. Devenue le jouet de leur mépris raciste, elle vieillit dans une misère noire. Mais, à l'occasion d'un conflit sévère, notre planète va prouver à ses vainqueurs qu'ils auraient tord de persister à la considérer de haut, elle, la mère des mondes...Cinq longues nouvelles de jeunesse appartenant au recueil Early Asimov. Présentées individuellement par le Maître lui-même, elles orchestrent d'éxtraordianaires coups de théâtre avec un talent qui ne se dément jamais.
"" [Source : 4e de couv.]
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\La mere des mondes_ nouvelles (16)\cover.jpg","2024-02-12T20:30:18+02:00","","9782207301999","16","isbn:9782207301999,google:8mEDPQAACAAJ","fra","ebook calibre v2","","","1992-02-15T09:46:39+02:00","","1.0","704312","La mère des mondes: nouvelles","mère des mondes: nouvelles, La","","","True","","ec9e200d-70e9-42c9-ba4a-d2bcb184ad3c","Denoël","SF"
"Isaac Asimov","Isaac Asimov","Sur Troie, tous les colons sont morts d'une mystérieuse épidémie, et l'expédition scientifique dépêchée sur place compte sur Mark, un jeune garçon doté de facultés mémorielles extraordinaires, pour comprendre ce qui s'est passé. Quant à la colonie martienne, elle est en conflit économique avec la terre, qui menace de suspendre son approvisionnement en eau si la situation s'éternise. Mais les résidents de mars sont résolus à tenir, et prêts à aller chercher de l'eau jusque sur Saturne s'il le faut. Et lorsque ce ne sont pas les humains qui colonisent l'espace, ce sont les extraterrestres qui visitent la terre, pour ne guère apprécier ce qu'ils y voient...
  

<http://www.amazon.fr/voie-martienne-autres-nouvelles/dp/2290332836>
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\La voie martienne_ et autres nouvell (17)\cover.jpg","2024-02-12T20:30:22+02:00","","9782290332832","17","isbn:9782290332832,google:ryr2PQAACAAJ","fra","ebook calibre v2","5","","2003-02-15T09:45:55+02:00","","1.0","234837","La voie martienne: et autres nouvelles","voie martienne: et autres nouvelles, La","","","True","","96b0a3d9-e9ec-430a-94cc-2f5e97fcabf5","Ed. J'ai lu","SF"
"Isaac Asimov","Isaac Asimov","Revivez votre première rencontre avec l'être aimé, dans un train, grâce à un étrange magicien... Alors qu'ailleurs deux savants extraterrestres se mettent en tête de faire procréer deux Terriens captifs qui n'ont même pas été présentés l'un à l'autre. Sept nouvelles du maître, bourrées d'humour, sept bombes à bonheur.
  

<http://www.amazon.fr/Lamour-vous-connaissez-I-Asimov/dp/2207249190>
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\L'Amour, vous connaissez _ (18)\cover.jpg","2024-02-12T20:30:24+02:00","","9782207249192","18","isbn:9782207249192,google:OobHPAAACAAJ","fra","ebook calibre v2","5","","1999-02-15T09:45:22+02:00","","1.0","230714","L'Amour, vous connaissez ?","Amour, vous connaissez ?, L'","","","True","","4fce8850-e552-46f9-a121-7bb67af10ba1","Denoel","SF"
"Isaac Asimov","Isaac Asimov","""Des sang-mêlé, métissés de Terriens et de Martiens, vivent sur Venus, sans embêter personne. Mais voilà qu'un groupe de ""Terrestres"" debarquent, envahisseurs contre lesquels il leur faudra bien se résoudre à se défendre...Deux jumeaux élevés chacun sur une planète différente se rencontrent pour la première fois, étrangers du cosmos qui ont pourtant le même sang. Comment se passera la rencontre ? Des ouvriers extraterrestres qui, ayant entendu parler de la légende du Père Noël, exigent - sous peine d'une grève qui paralyserait la planète - que le merveilleux bonhomme à barbe blanche descende du ciel pour leur apporter des cadeaux..."" [Source : 4e de couv.]
","D:\9. NAS drive\Medias\ebook calibre v2\Isaac Asimov\Noel sur Ganymede (19)\cover.jpg","2024-02-12T20:30:28+02:00","","9782207247983","19","google:lp-0AAAACAAJ,isbn:9782207247983","fra","ebook calibre v2","","","1998-02-15T09:44:54+02:00","","1.0","276749","Noël sur Ganymède","Noël sur Ganymède","","","True","","4f36ea4c-2e25-4e3c-be6c-fb247e2b5e53","Editions Denoël","SF"
"Alan E. Kazdin & Carlo Rotella","Kazdin, Alan E. & Rotella, Carlo","“Alan Kazdin delivers the evidence-based, gold-standard method for parents who want simple, effective responses to the everyday challenging behaviors of their children.” —Martin E. P. Seligman, author of *Flourish* and *The Optimistic Child*
Alan Kazdin’s *The Kazdin Method for Parenting the Defiant Child* is the gold standard for research-backed advice on being a better parent for difficult children. But what about children who are not “defiant”? Now, in *The Everyday Parenting Toolkit* , Dr. Kazdin addresses how parents can deal with the routine challenges that come with raising a child. 
Dr. Kazdin’s methods are based on the most up-to-date research and are implemented in real-world ways. These are the problems that plague parents on a day-to-day basis: from getting ready for school on time to expanding the palates of picky eaters to limiting computer time, no parenting book does a better job at helping parents understand and correct problematic behaviors. Dr. Kazdin’s methods foster lifelong positive character traits such as respectfulness, honesty, kindness, and altruism. With *The Everyday Parenting Toolkit* , Dr. Kazdin helps transform parenting and helps develop ideal child-parent relationships. 
“Jam-packed with solid advice any parent can use.” — *BookPage*
“A useful guide to eliminating stress, improving communication and providing a more nurturing family environment.” — *Kirkus Reviews*
**
### About the Author
**Alan E. Kazdin** , Ph.D., is the John M. Musser Professor of Psychology and Child Psychiatry at Yale University and Director of the Yale Parenting Center. His work on parenting and childrearing has been featured on NPR, PBS, the BBC, and he has appeared on the *Today Show* , *Good Morning America* , *ABC News* , *20/20* , and *Dr. Phil*. He frequently lectures to parents, educators, and business groups interested in learning the latest research and techniques of childrearing.
**Carlo Rotella** writes regularly for the *New York Times Magazine* , and he is a columnist for the *Boston Globe*. His work has also appeared in the *New Yorker* , *Harper's* , *Slate* , and *The Best American Essays* , and on WGBH. He is director of American Studies and professor of English at Boston College.
### Excerpt. © Reprinted by permission. All rights reserved.
*Introduction*
A lot of people associate the word *science* with cold, remote abstractions, the opposite of your relationship to your kids. But scientists who investigate parenting and child rearing are finding out all kinds of things that can make family life not only easier for parents and children but also warmer, closer, and happier. In psychology and related fields researchers are studying everything from the most effective way to ask your child to do something (the way that’s most likely to lead to the child doing it) to how and why parents punish so much even though it doesn’t work very well. The body of good research produced by these scientists grows more robust and useful every day.1 Their findings confirm some instinctive parental habits. For instance, research on the effects of comforting touch is telling us more and more about how good for your kids it is, not just psychologically but biologically, to be hugged by you. When you follow the urge to hug your child frequently, the likely good effects include not only reducing stress and promoting bonding and attachment but also strengthening the child’s immune system. The research also shows why other ingrained parental habits make life only more difficult for adults and children alike. Take nagging, for example. We (I say “we” because I’m a parent, too) tend to act as if repeatedly reminding a child to do something makes the child more likely to do it, but the science clearly shows that the opposite is true: more reminders equals less chance of compliance.  
There’s good science out there, and parents need it more than ever. They’re pulled in more directions than ever before and get less help than ever from other adults. They have less time with their families because of the normalizing of the two-career couple (or, for that matter, the three-job or four-job couple) and the technology-assisted expansion of work to fill even the smallest gaps in the day, so that parents are never beyond the reach of e-mails or text messages that draw them away from family time and back to work. There are also more single parents than ever before: in the United States, 41 percent of births are to an unmarried parent, and many parents are raising kids largely alone because of divorce. More grandparents have primary responsibility for rearing children, and there are more blended families in which different approaches to raising children can come into conflict. And, crucially, parents are increasingly isolated, cut off from the support systems and sources of advice that have traditionally helped with child rearing, such as neighbors and grandparents.2  
That all translates into more and different kinds of stress on parents. You try mightily not to pass this stress on to your kids, but its effects can sneak up on you. Take, for example, that typical twenty-first-century mini-storm in which you get an emergency text message from the office and then your toddler melts down or your preteen goes into attitude overdrive. “Just my luck,” you may think. “This is the last thing I need right now.” It’s natural to think of the simultaneous onset of work-related and family-related crises as a coincidence—bad parental luck—but they’re often deeply connected. A number of studies show in detail how stressors on parents modify how they interact with their children, often in ways that increase noncompliance. When a parent is under stress, especially when stress is made worse by isolation, the effects can be measured by changes in tone of voice, the quality of prompts to children, patience, and the ability to pay attention to a child—all of which can make a child more difficult to manage. Just a little more edge in your voice, just a little more or less slack in reaction time can make the difference between a child doing what’s asked of him and pitching a fit. And, of course, a difficult child is another stressor, which in turn stretches and isolates the parent even further, and the whole cycle goes around faster and faster.  
Feeling on their own and in need of support, parents increasingly turn to our age’s principal substitute for community and extended family: the Internet. Studies show (yes, somebody’s studying this) that parents go online for advice more than they go to their own parents or to others who are raising children of the same age. And there is indeed some useful information to be had online if you know where to look. The problem is that much of it is not presented in a way to make it useful to nonscientists, and, more important, even the best advice is buried in an electronic infinity of bad advice, bad science or anti-science, and confident admonitions to do things that won’t work and may well make your life worse: talking your child’s tantrums to death, for instance, or whupping the badness out of your child, or using time out for hours until your child learns her lesson. It can be difficult to tell the good advice apart from the bad, especially when you’re not an expert and in a hurry. And you probably *are* in a hurry, especially these days.  
I direct the Yale Parenting Center, a service for families at Yale University that works with parents who want help with their children. Families in nearby cities and states come to the center for face-to-face sessions, and through our online setup we work with others from across the nation and in other countries. We see all kinds of kids and parents, all sorts of situations and problems, including some very extreme ones, but typically we focus on families that are dealing with the common challenges of child rearing. Sometimes these parents need a little help to get them through a rough patch, a child’s particularly challenging developmental stage, or a sticky situation—of which we’ve seen all kinds, including a lot of out-of-control tantrums, teasing and fighting among siblings, children who won’t do homework or practice an instrument, and every kind of teen attitude you can imagine. And sometimes they don’t have a pressing problem at all, and they’re just looking for assistance with normal day-to-day parenting, like managing multiple kids’ schedules or preparing for a fast-approaching transition to adolescence.  
We’ve seen thousands of children at the Yale Parenting Center, from toddlers to teens. But it’s important to make clear that the methods I’m presenting to you in this book are not just the product of my own experience. They’re drawn from the findings of science, which means that they’re drawn from the experiences of a much larger pool—thousands of scientists and all the many, many people they have studied. These experiences have been systematically collected and analyzed, and that analysis is continuously tested and refined. Science does not have all the answers, of course, but it’s our best means of accumulating information and improving knowledge over time. The scientific method has allowed us to make gradual progress to the point that we can control diseases that used to be incurable; it’s why we can send a spaceship to Mars, which used to be a science-fiction fantasy; and it’s why we can now effectively treat formerly intractable afflictions like anxiety and depression. This book is based on what scientists in psychology and allied fields—not just me, but a whole profession’s worth of fellow investigators—have learned that can help you do everything from toilet training your child to dealing with typical teen issues like enforcing curfews and managing greater independence.  
The parents I meet need a guide that bridges the gap to the best science and makes it immediately available to them in the most practical ways. So that’s what I set out to do in this book. I’ve already written a book for parents that focuses on the particular challenges of dealing with defiant and oppositional children ( *The Kazdin Method for Parenting the Defiant Child* ); this book, by contrast, is intended for parents who are dealing with the kinds of everyday challenges that come up in most households. It brings the most useful results of the research on parenting and child development to you in the form of concrete tools and strategies for your home, illustrates their applicability with everyday examples, provides guidelines on how to use the tools to address fresh situations that may come up in your household, and focuses on routine everyday life behaviors that are challenges to most parents most of the time. This is a parenting handbook for daily life, in other words, at a time when many parents feel, for good reason, that they need more guidance than ever before.  
Think of this book as a how-to manual that not only offers effective solutions to common parenting problems but also shows you how to break down and deal with the bewilderingly infinite variety of challenges that come up as you raise your children. It’s a book you can turn to when dealing with typical concerns ranging from specific behavior problems to more general matters that transcend the label of behavior, like attitude or character. It will help you work on a concrete issue, such as toilet training or teeth brushing, teaching a child to accept “no” without a tantrum, or smoothing out a conflict-ridden after-school or curfew routine. It will show you how to help your child take more responsibility for doing homework, practicing an instrument, doing chores, or coming home on time. And it will offer ways to help a child develop interests and qualities like respect for others, honesty, good friendships, or altruism. Parents aren’t concerned only with behavior, of course; they’re urgently interested in their children’s character and developing attitude toward the world. But those larger traits will inevitably be expressed as behavior—an honest child will tell the truth; a generous child will perform acts of generosity. By building those behaviors we also work on developing the broader qualities associated with them.  
I’ll offer plenty of examples, but I won’t try to go through all imaginable possibilities case by case. I think it’s vitally important to show you a few basic, flexible principles that you can adapt and apply on your own to the limitless variety of situations that come up in the course of regular family life. These basic principles aren’t abstractions (of the unobjectionable-but-vague “be firm but fair” variety the parenting literature abounds in); rather, they’re specific tools with specific uses, simple enough to master quickly but adaptable to deal with the most complex family situations.  
Let’s say, for instance, that your twelve-year-old is dragging her heels on weekday mornings and your five-year-old turns every trip to the supermarket into a tragic opera. You’d really like to fix these problems now, and you don’t want to embark on some extended personal odyssey of discovery to get to the solutions. So, you check this book—not because it devotes a separate chapter each to morning routines and trips to the supermarket but because a quick look will allow you to review some basic and extremely handy principles. In each case, you know what you don’t want the child to do, but have you translated your wishes into a clearly defined *behavior* you do want and can explain to your child? Now, how do you set up the behavior with effective *antecedents* to increase the chances of success? Do you have the *consequences* lined up to reinforce the right behavior, lock it in, and turn it into a habit?  
The core of this book is the ABCs: A for antecedents, which is everything that happens before your child does (or doesn’t do) what you want him to do; B for behaviors; and C for consequences, which is what happens after your child does (or doesn’t do) what you want. The book brings together research in these three areas—how what happens before, during, and after affects the likelihood that a child will do what parents want her to do. I’ll show you how to break down a problem into these three components, and I’ll offer you tools to deal with each of them.  
The first four chapters introduce you to the ABCs—antecedents, behavior, and consequences—and how to use them. (It takes four chapters because I devote two to consequences, the most overused and widely misunderstood part of the equation.) Chapter five is about what’s going on around the behavior, the more general climate of a household. Often, you can raise your overall chances of success in improving behavior by making a simple adjustment in the routines of family life: the context.  
Finally, in chapter six I focus, with examples, on how to put the pieces together. Along the way, as I’ve said, I’ll be sure to show you not only how to use the tools but how to decide which tool you’ll reach for in a given situation.  
It’s important to underscore that the *how* really matters here. Many of the good-behavior techniques I present to you have many variations. That’s what makes them adaptable to so many different circumstances. Time out and positive reinforcement, for instance, are used not only with children in household, baby-sitting, camp, preschool, and school settings, but also with adults in nursing homes, the military, sports training, and many other settings. Parents can take advantage of the great flexibility of these techniques, adapting them to their own needs, but they still have to use them properly. Success can often depend on relatively subtle nuances in how you use the technique. Time out, for example, is a very popular tool in the parental toolkit, but it’s usually used improperly. Yes, variations are possible, but there are, in fact, more and less effective ways to use time out, and an understanding of the difference between them begins with an understanding of what time out really means: a brief break from stimulation of any kind. And yet adults often do things that undermine the effectiveness of time out: dragging the child to a time-out spot and forcibly keeping her there (which is stimulation, and the wrong kind of stimulation at that); letting the time out go on too long (only the first minute is necessary for changing behavior; everything after that is either neutral in effect or, after about ten minutes, counterproductive); ordering the child to spend the time out contemplating and repenting his sins (when in fact the point of time out is to do nothing at all).  
You may recognize some or many of the techniques I discuss. Often, a reader will be familiar with a particular tool, but that doesn’t mean it’s been used properly in the past. You may have said “Good job!” to your child until it makes you ill to hear yourself say it, but I can show you what the science says about how to praise more effectively—and, as a bonus, you can offer a lot less of it and still get better results.  
In that connection, it’s important to emphasize that this book isn’t another version of a reward program. If you know the parenting literature or have searched online for help with parenting, you may be overly familiar with sticker charts and the like. You may even have tried such programs, with mixed success at best. A successful program requires all three components: As, Bs, and Cs. Point programs—also known as sticker charts—show up a few times in this book, but always as a minor part of a more comprehensive approach. As they’re typically used, sticker charts concentrate all of a parent’s effort on the Cs, the consequences, with little attention to antecedents or shaping the desired behavior as it develops. But that’s like training a pilot only how to land a plane, not how to take off and fly in all kinds of weather. You have to build a behavior gradually and encourage it to occur in circumstances that make success more likely, and you can’t do it all with consequences. That explains why consequence-only programs for improving children’s behavior, including some very popular ones, don’t work very well. For instance, some families, schools, and even fast-food chains offer incentives for children who get good grades, but that’s throwing consequences at long-term outcomes, which is usually doomed to fail. If you want to teach someone to play the piano, you don’t save up all rewards until the budding musician can play a Beethoven concerto; you shape interim processes like learning scales, practicing regularly, and so on.  
So the *how* (how you use the tools) matters as much as the *what* (the tools themselves). You have to use the tools properly, especially when you’re just starting to work on building up a new behavior, getting it to occur frequently, and locking it in with the most effective consequences. But you don’t have to be perfect. Less-than-perfect applications of the techniques in this book will still be very likely to improve your child’s behavior. (And, because human beings and not robots are involved, a much greater likelihood of success is all one can responsibly claim for these methods. The research shows that they work most of the time on most people, and at the Yale Parenting Center we see lots of families whose experience confirms that finding.)  
And there’s no need to change your life to use every single one of the techniques I offer you in every possible situation. I’m not proselytizing here. If you’re satisfied with your child’s behavior in a given area—he goes to bed on time and without any problem, she practices the piano without too much fuss—you don’t need to consult this book about it. Sometimes you just don’t need to use a tool; if you can open jars of food or remove screws and nails from the wall with your bare hands, leave the tools in the box. But sometimes you really need a tool. If you keep running into the same conflict at the same flash point—meals, screen time, clothing, manners, cell phone, attitude, whatever it is—and you’re sick of lecturing, threatening, wheedling, and punishing, you can make life less stressful for all by reaching for one or more of the tools in the kit presented by this book, and using it properly.
","D:\9. NAS drive\Medias\ebook calibre v2\Alan E. Kazdin\The Everyday Parenting Toolkit_ The (20)\cover.jpg","2024-02-12T20:30:37+02:00","epub","9780547985619","20","isbn:9780547985619,amazon:B008LQ1VU8,google:w2QT48z4mpoC","eng","ebook calibre v2","4","381","2013-06-11T02:00:00+02:00","","1.0","1539436","The Everyday Parenting Toolkit: The Kazdin Method for Easy, Step-By-Step, Lasting Change for You and Your Child","The Everyday Parenting Toolkit: The Kazdin Method for Easy, Step-By-Step, Lasting Change for You and Your Child","78624","","True","","f33eb1a7-ff9e-47f4-9229-abbe76ccb25c","Mariner Books","Parenting & Relationships, parenting"
"René Barjavel & Christian de Metter","Barjavel, René & Metter, Christian de","À la veille d'un conflit mondial, dans les profondeurs de l'Antartique, une expédition scientifique internationale découvre un couple cryogénisé, survivant d'une civilisation disparue il y a 900 000 ans. L'héritage de cette population miraculeusement tirée de son sommeil pourrait être le salut de notre monde, fragile entre amours et trahisons... ""Barjavel met chaque homme en face du problème de la signification de la vie.
"" - Jean Rostand (de l'Académie Française) ""Par sa puissance d'évocation, La Nuit des temps gagne une place dans la grande tradition de Jules Verne.
"" - Le Figaro (1969) Les Expéditions Polaires françaises enregistrent le signal d'un émetteur sous la glace de l'Antarctique... L'expédition internationale découvre les ruines d'une civilisation disparue depuis 900 000 ans et les scientifiques du monde entier affluent vers le site pour aider à explorer et comprendre. Ils découvrent un objet ovoïde en or de trois mètres de diamètre dans lequel se trouvent en état de biostase un homme et une femme dont les têtes sont recouvertes de casques d’or. Simon, médecin de l’expédition, décide de procéder au réveil des corps en commençant par celui de la femme, le corps de l'homme montrant des traces de brûlures sur le torse... La Nuit des temps est un roman pacifiste et assez anarchisant. Russes et Américains, renvoyés dos à dos, travaillent malgré tout ensemble, à l'image de l'effort de dépassement des oppositions nationales, assez répandu dans le milieu des sciences de l'époque. Les savants court-circuitent les décisions des gouvernants. Notre civilisation paraît barbare face au raffinement et à la sagesse des savants des temps anciens, leur savoir immense risquant d'être perdu par la bêtise humaine.
","D:\9. NAS drive\Medias\ebook calibre v2\Rene Barjavel\La nuit des temps (21)\cover.jpg","2024-02-12T20:36:04+02:00","epub","9782491467586","21","isbn:9782491467586,google:oHpTEAAAQBAJ","fra","ebook calibre v2","","432","2021-12-10T01:00:00+02:00","","1.0","431386","La nuit des temps","nuit des temps, La","84026","True","True","True","4a2fee35-37ff-4589-a758-214cdd0398d3","Philéas","Adaptations, General, Comics & Graphic Novels, SF"
